,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
1571,100001572,Female,Non-single,25,High school,95914,Skilled employee/Official,Small city
1572,100001573,Female,Non-single,67,Graduate school,128053,Skilled employee/Official,Small city
1573,100001574,Female,Non-single,,University,101734,Unemployed,Small city
1574,100001575,Female,Non-single,21,High school,126009,Skilled employee/Official,Small city
1575,100001576,Female,Single,19,High school,91232,Unemployed,Small city
1576,100001577,Female,Non-single,67,Graduate school,128343,Unemployed,Small city
1577,100001578,Female,Non-single,31,High school,110040,Skilled employee/Official,Mid-sized city
1578,100001579,Female,Non-single,27,High school,38247,Unemployed,Small city
1579,100001580,Female,Non-single,37,High school,129027,Unemployed,Small city
1580,100001581,Female,Non-single,27,High school,115026,Skilled employee/Official,Small city
1581,100001582,Female,Single,36,High school,130323,Skilled employee/Official,Small city
1582,100001583,Female,Married,,High school,103181,Skilled employee/Official,Mid-sized city
1583,100001584,Female,Married,31,High school,138307,Skilled employee/Official,Mid-sized city
1584,100001585,Female,Non-single,29,High school,122564,Unemployed,Small city
1585,100001586,Female,Single,28,High school,,Unemployed,Small city
1586,100001587,Female,Non-single,34,High school,125351,Skilled employee/Official,Small city
1587,100001588,Female,Married,26,High school,,Unemployed,Small city
1588,100001589,Female,Single,21,High school,108029,Skilled employee/Official,Small city
1589,100001590,Female,Married,63,University,82734,Unemployed,Small city
1590,100001591,Female,Single,38,University,,Unemployed,Small city
1591,100001592,Female,Non-single,20,,113472,Unemployed,Small city
1592,100001593,Female,Married,44,University,143343,Skilled employee/Official,Mid-sized city
1593,100001594,Female,Non-single,31,High school,104074,Skilled employee/Official,Mid-sized city
1594,100001595,Female,Single,33,High school,138525,Skilled employee/Official,Mid-sized city
1595,100001596,Female,Non-single,49,University,106960,Unemployed,Small city
1596,100001597,Female,Single,26,High school,108323,Skilled employee/Official,Small city
1597,100001598,Female,Non-single,28,High school,95784,Skilled employee/Official,
1598,100001599,Female,Non-single,30,High school,140673,Skilled employee/Official,Mid-sized city
1599,100001600,Female,Non-single,36,High school,104235,Skilled employee/Official,Mid-sized city
1600,100001601,Female,Non-single,27,High school,54041,Unemployed,Small city
1601,100001602,Male,Single,23,Unknown,107961,,Small city
1602,100001603,Male,Single,31,Unknown,113757,Skilled employee/Official,Small city
1603,100001604,Female,Non-single,27,High school,,Skilled employee/Official,Small city
1604,100001605,Female,Non-single,25,High school,126041,Skilled employee/Official,Small city
1605,100001606,Female,Non-single,23,High school,64952,Unemployed,Small city
1606,100001607,Male,Married,27,High school,66764,Unemployed,Small city
1607,100001608,Female,Single,38,High school,67861,Unemployed,Small city
1608,100001609,Male,Single,44,High school,113516,Unemployed,Small city
1609,100001610,Female,Non-single,42,High school,,Unemployed,Small city
1610,100001611,Female,Non-single,25,High school,,Unemployed,Small city
1611,100001612,Male,Non-single,40,High school,75043,Unemployed,Small city
1612,100001613,Female,Non-single,24,High school,116473,Unemployed,Small city
1613,100001614,Female,Single,39,High school,,Unemployed,Small city
1614,100001615,Male,Single,24,Unknown,,Unemployed,Small city
1615,100001616,Female,Single,50,High school,119068,Skilled employee/Official,Small city
1616,100001617,Female,Non-single,28,High school,122973,Unemployed,Small city
1617,100001618,Female,Non-single,36,High school,81609,Unemployed,Small city
1618,100001619,Male,Single,,High school,105519,Skilled employee/Official,Small city
1619,100001620,Female,Non-single,40,High school,86649,Unemployed,Small city
1620,100001621,Female,Single,31,Unknown,76384,Unemployed,Small city
1621,100001622,Male,Non-single,27,High school,67136,Unemployed,Small city
1622,100001623,Female,Non-single,35,High school,93155,Unemployed,Small city
1623,100001624,Male,Single,51,High school,124183,Unemployed,Small city
1624,100001625,Female,Single,26,Unknown,,Unemployed,Small city
1625,100001626,Male,Single,33,High school,87232,Unemployed,Small city
1626,100001627,Female,Non-single,27,High school,92304,Unemployed,Small city
1627,100001628,Male,Single,38,,84254,Unemployed,Small city
1628,100001629,Female,Single,30,Unknown,106696,Skilled employee/Official,Small city
1629,100001630,Male,Single,28,Unknown,113212,Skilled employee/Official,Small city
1630,100001631,Male,Single,23,Unknown,,Unemployed,Small city
1631,100001632,Female,Married,23,High school,,Unemployed,Small city
1632,100001633,Female,Non-single,26,High school,,Skilled employee/Official,Small city
1633,100001634,Female,Non-single,21,High school,92442,Unemployed,Small city
1634,100001635,Female,Single,36,High school,75297,Unemployed,Small city
1635,100001636,Female,Non-single,24,High school,65707,Unemployed,Small city
1636,100001637,Male,Single,41,High school,120387,Skilled employee/Official,Small city
1637,100001638,Male,Single,42,High school,120946,Skilled employee/Official,Small city
1638,100001639,Male,Single,27,Unknown,73265,Unemployed,Small city
1639,100001640,Male,Non-single,40,High school,77481,Unemployed,Small city
1640,100001641,Female,Non-single,34,High school,91282,Unemployed,Small city
1641,100001642,Male,Single,40,High school,104405,Unemployed,Small city
1642,100001643,Male,Single,33,High school,99646,Skilled employee/Official,Small city
1643,100001644,Female,Single,49,High school,97791,Unemployed,Small city
1644,100001645,Male,Single,28,Unknown,81878,Unemployed,Small city
1645,100001646,Female,Non-single,26,High school,107908,Skilled employee/Official,Small city
1646,100001647,Female,Single,40,High school,98608,Unemployed,Small city
1647,100001648,Male,Single,47,High school,95228,Unemployed,Small city
1648,100001649,Female,Non-single,41,High school,128163,Skilled employee/Official,Small city
1649,100001650,Female,Non-single,,High school,94325,Unemployed,Small city
1650,100001651,Female,Non-single,37,High school,90815,Unemployed,Small city
1651,100001652,Male,Single,31,Unknown,120719,Skilled employee/Official,Small city
1652,100001653,Male,Single,35,High school,110159,Skilled employee/Official,Small city
1653,100001654,Male,Single,35,High school,124490,Skilled employee/Official,Small city
1654,100001655,Female,Non-single,29,High school,75161,Unemployed,Small city
1655,100001656,Female,Single,37,High school,,Skilled employee/Official,Small city
1656,100001657,Male,Single,37,High school,,Unemployed,Small city
1657,100001658,Female,Non-single,26,High school,87400,Unemployed,Small city
1658,100001659,Female,Non-single,28,High school,78942,Unemployed,Small city
1659,100001660,Female,Non-singl,23,High school,88452,Unemployed,Small city
1660,100001661,Male,Single,38,High school,104128,Skilled employee/Official,Small city
1661,100001662,Female,Non-single,30,High school,100313,Skilled employee/Official,Small city
1662,100001663,Female,Single,45,High school,107387,Skilled employee/Official,Small city
1663,100001664,Male,Single,24,Unknown,84355,Unemployed,Small city
1664,100001665,Female,Single,35,High school,112723,Skilled employee/Official,Small city
1665,100001666,Female,Non-single,41,High school,115892,Skilled employee/Official,Small city
1666,100001667,Male,Non-single,30,High school,106597,Skilled employee/Official,Small city
1667,100001668,Female,Non-single,30,High school,121327,Skilled employee/Official,Small city
1668,100001669,Female,Non-single,26,High school,92559,Unemployed,Small city
1669,100001670,Female,Non-single,25,High school,87537,Unemployed,Small city
1670,100001671,Female,Non-single,23,High school,70569,Unemployed,Small city
1671,100001672,Female,Non-single,27,High school,85294,,Small city
1672,100001673,Female,Single,26,Unknown,70905,Unemployed,Small city
1673,100001674,Male,Single,25,Unknown,103716,Unemployed,Small city
1674,100001675,Male,Non-single,27,High school,94947,Skilled employee/Official,Small city
1675,100001676,Female,Single,42,High school,80116,Unemployed,Small city
1676,100001677,Male,Single,35,High school,86492,Unemployed,Small city
1677,100001678,Female,Non-single,25,High school,,Unemployed,Small city
1678,100001679,Female,Non-single,26,High school,82984,Unemployed,Medium sized city
1679,100001680,Male,Single,38,High school,128100,Skilled employee/Official,Small city
1680,100001681,Female,Single,28,Unknown,72869,Unemployed,Small city
1681,100001682,Male,Non-single,33,High school,112227,Skilled employee/Official,Small city
1682,100001683,Female,Single,40,High school,94674,Unemployed,Small city
1683,100001684,Female,Married,23,High school,101003,Skilled employee/Official,Small city
1684,100001685,Female,Single,25,Unknown,112924,Skilled employee/Official,Small city
1685,100001686,Female,Single,28,Unknown,108645,Unemployed,Small city
1686,100001687,Male,Single,41,High school,69415,Unemployed,Small city
1687,100001688,Female,Single,50,High school,,Unemployed,Small city
1688,100001689,Female,Non-single,23,High school,109700,Skilled employee/Official,Small city
1689,100001690,Female,Non-single,,High school,104484,Skilled employee/Official,Small city
1690,100001691,Female,Non-single,22,High school,61239,Unemployed,Small city
1691,100001692,Male,Single,37,High school,119602,Unemployed,Small city
1692,100001693,Female,Single,38,High school,81014,,Small city
1693,100001694,Female,Non-single,22,High school,68165,Unemployed,Small city
1694,100001695,Female,Single,30,Unknown,88652,Unemployed,Small city
1695,100001696,Male,Single,38,High school,75705,Unemployed,Small city
1696,100001697,Female,Non-single,36,High school,104189,Skilled employee/Official,Small city
1697,100001698,Male,Single,41,High school,71603,Unemployed,Small city
1698,100001699,Female,Non-single,29,High school,,Skilled employee/Official,Small city
1699,100001700,Female,Non-single,31,High school,106637,Skilled employee/Official,Small city
1700,100001701,Female,Single,31,Unknown,99800,Skilled employee/Official,Small city
1701,100001702,Female,Single,21,Unknown,67629,Unemployed,Small city
1702,100001703,Male,Single,32,Unknown,120354,Skilled employee/Official,Small city
1703,100001704,Female,Non-single,35,High school,122110,Skilled employee/Official,Small city
1704,100001705,Male,Single,29,Unknown,89170,Unemployed,Small city
1705,100001706,Female,Single,34,High school,109195,Skilled employee/Official,Small city
1706,100001707,Female,Single,38,High school,92392,Unemployed,Small city
1707,100001708,Female,Non-single,33,High school,43805,Unemployed,Mid sized city
1708,100001709,Female,Non-single,28,High school,68389,Unemployed,Small city
1709,100001710,Female,Married,28,High school,,Skilled employee/Official,Small city
1710,100001711,Male,Single,21,Unknown,59255,Unemployed,Small city
1711,100001712,Female,Non-single,29,High school,,Unemployed,Small city
1712,100001713,Female,Non-single,26,High school,70649,Unemployed,Small city
1713,100001714,Female,Single,40,High school,95228,Unemployed,Small city
1714,100001715,Female,Single,25,Unknown,46865,Unemployed,Small city
1715,100001716,Male,Non-single,20,High school,101688,Skilled employee/Official,Small city
1716,100001717,Female,Non-single,23,High school,62618,Unemployed,Small city
1717,100001718,Female,Single,27,Unknown,102531,Skilled employee/Official,Small city
1718,100001719,Female,Single,36,High school,100737,Skilled employee/Official,Small city
1719,100001720,Female,Married,25,High school,107321,Skilled employee/Official,Small city
1720,100001721,Female,Non-single,25,High school,112879,Unemployed,Small city
1721,100001722,Female,Non-single,34,High school,125372,Unemployed,Medium sized city
1722,100001723,Female,Single,24,Unknown,69419,Unemployed,Small city
1723,100001724,Female,Single,36,High school,,Skilled employee/Official,Small city
1724,100001725,Female,Single,40,High school,,Unemployed,Small city
1725,100001726,Male,Single,39,High school,84779,Unemployed,Small city
1726,100001727,Female,Single,42,High school,,Unemployed,Small city
1727,100001728,Male,Single,35,High school,113187,Unemployed,Small city
1728,100001729,Female,Non-single,27,High school,99100,Skilled employee/Official,Small city
1729,100001730,Male,Single,27,Unknown,64954,Unemployed,Small city
1730,100001731,Female,Married,23,High school,103244,Skilled employee/Official,
1731,100001732,Female,Non-single,32,High school,124975,Skilled employee/Official,Small city
1732,100001733,Male,,28,High school,133582,Skilled employee/Official,Small city
1733,100001734,Male,Single,22,Unknown,103519,Skilled employee/Official,Small city
1734,100001735,Male,Single,31,Unknown,117813,Skilled employee/Official,Small city
1735,100001736,Female,Married,22,High school,119902,Skilled employee/Official,Small city
1736,100001737,Male,Single,23,Unknown,70783,Unemployed,Small city
1737,100001738,Female,Non-single,35,High school,125470,Unemployed,Small city
1738,100001739,Female,Non-single,26,High school,109782,Unemployed,Small city
1739,100001740,Female,Non-single,28,High school,78322,Unemployed,Small city
1740,100001741,Male,Single,54,High school,125517,Skilled employee/Official,Small city
1741,100001742,Female,Single,49,High school,,Unemployed,Small city
1742,100001743,Female,Single,38,High school,89309,Unemployed,Small city
1743,100001744,Female,Single,47,High school,110287,Skilled employee/Official,Small city
1744,100001745,Female,Single,49,High school,122391,Unemployed,Small city
1745,100001746,Female,Non-single,30,High school,116399,Skilled employee/Official,Medium sized city
1746,100001747,Female,Single,32,Unknown,81907,Unemployed,Small city
1747,100001748,Female,Non-single,24,High school,97909,Unemployed,Small city
1748,100001749,Female,Single,25,Unknown,68051,Unemployed,Small city
1749,100001750,Male,Single,33,High school,82414,Unemployed,Small city
1750,100001751,Female,Non-single,34,High school,123089,Skilled employee/Official,Small city
1751,100001752,Female,Non-single,24,High school,66537,,Small city
1752,100001753,Female,Single,36,High school,,Unemployed,Small city
1753,100001754,Female,Single,41,High school,78963,Unemployed,Small city
1754,100001755,Male,Non-single,33,High school,108694,Skilled employee/Official,Small city
1755,100001756,Female,Married,26,High school,100892,Skilled employee/Official,Small city
1756,100001757,Female,Single,36,High school,119560,Skilled employee/Official,Small city
1757,100001758,Female,Single,35,High school,116176,Unemployed,Small city
1758,100001759,Male,Single,29,Unknown,111854,Skilled employee/Official,Small city
1759,100001760,Female,Non-single,26,High school,69831,Unemployed,Small city
1760,100001761,Male,Single,31,Unknown,,Unemployed,Small city
1761,100001762,Male,Non-single,26,High school,71310,Unemployed,Mid sized city
1762,100001763,Male,Single,47,High school,73913,Unemployed,Small city
1763,100001764,Male,Non-single,20,High school,95492,Skilled employee/Official,Small city
1764,100001765,Male,Single,45,High school,109329,Unemployed,Small city
1765,100001766,Male,Single,36,High school,116027,Skilled employee/Official,Small city
1766,100001767,Male,Non-single,31,High school,81987,Unemployed,Small city
1767,100001768,Female,Single,41,High school,83481,Unemployed,Small city
1768,100001769,Female,Single,31,Unknown,72361,Unemployed,Small city
1769,100001770,Female,Non-single,27,High school,,Unemployed,Small city
1770,100001771,Female,Non-single,32,High school,123707,Skilled employee/Official,Small city
1771,100001772,Female,Single,43,High school,,Unemployed,Small city
1772,100001773,Female,Single,32,Unknown,68347,Unemployed,Small city
1773,100001774,Female,Non-single,29,High school,115832,Skilled employee/Official,Small city
1774,100001775,Male,Single,37,High school,,Unemployed,Small city
1775,100001776,Female,Single,35,High school,86319,Unemployed,Small city
1776,100001777,Female,Married,23,High school,70963,Unemployed,Small city
1777,100001778,Male,Single,40,High school,106120,Skilled employee/Official,Small city
1778,100001779,Female,Non-single,26,High school,97856,Skilled employee/Official,Small city
1779,100001780,Male,Single,28,Unknown,61824,Unemployed,Small city
1780,100001781,Female,Married,40,High school,103907,Skilled employee/Official,Small city
1781,100001782,Female,Non-single,,High school,99953,Unemployed,Small city
1782,100001783,Female,Non-single,,High school,113413,Skilled employee/Official,Small city
1783,100001784,Male,Single,26,Unknown,107091,Unemployed,Small city
1784,100001785,Male,Single,26,Unknown,124783,Skilled employee/Official,Small city
1785,100001786,Female,Single,49,High school,92281,Unemployed,Small city
1786,100001787,Female,Non-single,26,High school,96219,,Small city
1787,100001788,Female,Single,35,High school,86221,Unemployed,Small city
1788,100001789,Female,Non-single,24,High school,80962,Unemployed,Small city
1789,100001790,Female,Single,46,High school,78754,Unemployed,Small city
1790,100001791,Male,Single,26,Unknown,60026,Unemployed,Small city
1791,100001792,Male,Single,47,High school,88157,Unemployed,Small city
1792,100001793,Male,Single,27,Unknown,59881,Unemployed,Small city
1793,100001794,Male,Non-single,41,High school,,Skilled employee/Official,Small city
1794,100001795,Female,Non-single,29,High school,,Skilled employee/Official,Mid sized city
1795,100001796,Female,Non-single,28,High school,38980,Unemployed,Small city
1796,100001797,Female,Non-single,33,High school,81807,Unemployed,Small city
1797,100001798,Female,Single,50,High school,93148,Unemployed,Small city
1798,100001799,Female,Non-single,32,High school,108032,Skilled employee/Official,Small city
1799,100001800,Male,Non-single,31,High school,89335,Unemployed,Small city
1800,100001801,Male,Single,52,High school,95639,Unemployed,Small city
1801,100001802,Male,Single,53,High school,124902,Skilled employee/Official,Small city
1802,100001803,Female,Non-single,34,High school,87801,Unemployed,Mid sized city
1803,100001804,Female,Non-single,22,High school,92538,Skilled employee/Official,Small city
1804,100001805,Male,Non-single,33,,83687,Unemployed,Small city
1805,100001806,Male,Single,32,Unknown,128310,Skilled employee/Official,Small city
1806,100001807,Female,Single,,High school,104754,Unemployed,Small city
1807,100001808,Male,Non-single,25,High school,68222,Unemployed,Small city
1808,100001809,Female,Non-single,41,High school,97006,Unemployed,Small city
1809,100001810,Female,Single,36,High school,,Unemployed,Small city
1810,100001811,Female,,27,High school,110511,Skilled employee/Official,Small city
1811,100001812,Male,Single,40,High school,72193,Unemployed,Small city
1812,100001813,Female,Single,37,High school,95972,Unemployed,Small city
1813,100001814,Male,Single,35,High school,105556,Unemployed,Small city
1814,100001815,Male,Single,34,High school,88701,Unemployed,Small city
1815,100001816,Female,Single,28,Unknown,117710,Skilled employee/Official,Small city
1816,100001817,Female,Single,44,High school,76057,Unemployed,Small city
1817,100001818,Male,Non-single,27,High school,100392,Skilled employee/Official,Megapolis
1818,100001819,Female,Single,50,High school,113308,Skilled employee/Official,Small city
1819,100001820,Female,Non-single,18,High school,,Skilled employee/Official,Small city
1820,100001821,Female,Single,25,Unknown,72188,Unemployed,Small city
1821,100001822,Female,Non-single,40,High school,70431,Unemployed,Small city
1822,100001823,Male,Non-single,28,High school,110103,Skilled employee/Official,Small city
1823,100001824,Female,Non-single,,High school,60825,Unemployed,Small city
1824,100001825,Female,Non-single,35,High school,75100,Unemployed,Small city
1825,100001826,Female,Non-single,28,High school,129327,Skilled employee/Official,Medium sized city
1826,100001827,Female,Single,23,Unknown,95541,Skilled employee/Official,Small city
1827,100001828,Male,Non-single,34,,112777,Skilled employee/Official,Small city
1828,100001829,Female,Non-single,29,High school,51496,Unemployed,Small city
1829,100001830,Female,Single,35,High school,,Skilled employee/Official,Small city
1830,100001831,Female,Non-single,32,High school,87494,Unemployed,Small city
1831,100001832,Female,Single,46,High school,72728,Unemployed,Small city
1832,100001833,Female,Non-single,27,High school,114775,Skilled employee/Official,Small city
1833,100001834,Female,Non-single,25,High school,124359,Skilled employee/Official,Small city
1834,100001835,Female,Non-single,27,High school,101620,Unemployed,Medium sized city
1835,100001836,Female,Non-single,24,High school,87964,Unemployed,Small city
1836,100001837,Female,Single,33,Unknown,,Unemployed,Small city
1837,100001838,Female,Non-single,24,High school,109486,Skilled employee/Official,Small city
1838,100001839,Female,Single,28,Unknown,77206,Unemployed,Small city
1839,100001840,Female,Single,35,High school,53608,Unemployed,Small city
1840,100001841,Female,Non-single,,High school,118677,Skilled employee/Official,Small city
1841,100001842,Male,Single,43,High school,116512,Skilled employee/Official,Small city
1842,100001843,Male,Non-single,21,High school,,Unemployed,Small city
1843,100001844,Female,Non-single,24,High school,65852,Unemployed,Small city
1844,100001845,Male,Single,34,High school,75626,Unemployed,Small city
1845,100001846,Female,Non-single,26,High school,127455,Skilled employee/Official,Small city
1846,100001847,Male,Single,37,High school,107073,Skilled employee/Official,Small city
1847,100001848,Female,Non-single,32,High school,82196,Unemployed,Small city
1848,100001849,Female,Non-single,33,High school,106741,Unemployed,Small city
1849,100001850,Male,Non-single,28,High school,94518,Skilled employee/Official,Small city
1850,100001851,Female,Non-single,30,High school,114430,Skilled employee/Official,Small city
1851,100001852,Female,Non-single,26,High school,57165,Unemployed,Small city
1852,100001853,Female,Single,25,Unknown,109610,Unemployed,Small city
1853,100001854,Male,Single,33,Unknown,,Skilled employee/Official,Small city
1854,100001855,Female,Non-single,30,High school,,Skilled employee/Official,Medium sized city
1855,100001856,Female,Non-single,26,High school,129022,Skilled employee/Official,Small city
1856,100001857,Male,Married,23,High school,66804,Unemployed,Small city
1857,100001858,Male,Non-single,25,High school,62689,Unemployed,Medium sized city
1858,100001859,Female,Single,40,High school,67619,Unemployed,Small city
1859,100001860,Male,Single,46,High school,113495,Unemployed,Small city
1860,100001861,Female,Non-single,43,High school,48632,Unemployed,Small city
1861,100001862,Female,Non-single,22,High school,,Unemployed,Small city
1862,100001863,Male,Non-single,39,High school,72385,Unemployed,Small city
1863,100001864,Female,Non-single,27,High school,115934,Unemployed,Small city
1864,100001865,Male,Single,40,High school,93183,Unemployed,Small city
1865,100001866,Male,Single,24,Unknown,63506,Unemployed,Small city
1866,100001867,Female,Single,52,High school,113619,Skilled employee/Official,Small city
1867,100001868,Female,Non-single,30,High school,121399,Unemployed,Small city
1868,100001869,Female,Non-single,34,High school,78281,Unemployed,Small city
1869,100001870,Female,Single,38,High school,103926,Skilled employee/Official,Small city
1870,100001871,Male,Non-single,39,High school,89097,Unemployed,Small city
1871,100001872,Female,Single,29,Unknown,80852,Unemployed,Small city
1872,100001873,Male,Non-single,25,High school,,Unemployed,Small city
1873,100001874,Female,Non-single,35,High school,93495,Unemployed,Small city
1874,100001875,Male,Single,53,High school,121970,Unemployed,Small city
1875,100001876,Male,Single,26,Unknown,62027,Unemployed,Small city
1876,100001877,Male,Single,33,High school,88602,Unemployed,Small city
1877,100001878,Male,Non-single,29,High school,89914,Unemployed,Small city
1878,100001879,Male,Single,39,High school,83342,Unemployed,Small city
1879,100001880,Male,Single,29,Unknown,11042,Skilled employee/Official,Small city
1880,100001881,Male,Single,26,Unknown,115451,Skilled employee/Official,Small city
1881,100001882,Male,Single,24,Unknown,68250,Unemployed,Small city
1882,100001883,Female,Non-single,21,High school,113630,Unemployed,Small city
1883,100001884,Female,Non-single,26,High school,125880,Skilled employee/Official,Small city
1884,100001885,Female,Non-single,20,High school,91177,Unemployed,Small city
1885,100001886,Female,Single,35,High school,,Unemployed,Small city
1886,100001887,Female,Non-single,24,High school,69021,Unemployed,Medium sized city
1887,100001888,Female,Single,40,High school,122593,Skilled employee/Official,Small city
1888,100001889,Female,Single,44,High school,,Skilled employee/Official,Small city
1889,100001890,Male,Single,29,Unknown,75160,Unemployed,Small city
1890,100001891,Female,Non-single,39,High school,,Unemployed,Small city
1891,100001892,Female,Non-single,35,High school,92194,Unemployed,Small city
1892,100001893,Male,Single,42,High school,107380,Unemployed,Small city
1893,100001894,Female,Single,32,High school,98023,Skilled employee/Official,Small city
1894,100001895,Male,Single,48,High school,94868,Unemployed,Small city
1895,100001896,Male,Single,26,Unknown,83442,Unemployed,Small city
1896,100001897,Female,Non-single,26,,109887,Skilled employee/Official,Small city
1897,100001898,Male,Single,42,High school,98876,Unemployed,Small city
1898,100001899,Male,Single,48,High school,94962,Unemployed,Small city
1899,100001900,Female,Non-single,42,High school,130740,Skilled employee/Official,Small city
1900,100001901,Female,Non-single,27,High school,94095,Unemployed,Small city
1901,100001902,Female,Non-single,37,High school,95071,Unemployed,Megapolis
1902,100001903,Male,Single,33,Unknown,117308,Skilled employee/Official,Small city
1903,100001904,Male,Single,33,High school,112093,Skilled employee/Official,Small city
1904,100001905,Female,Single,37,High school,123893,Skilled employee/Official,Small city
1905,100001906,Female,Non-single,31,High school,,Unemployed,Small city
1906,100001907,Male,Single,39,High school,124089,Skilled employee/Official,Small city
1907,100001908,Female,Single,40,High school,,Unemployed,Small city
1908,100001909,Female,Non-single,28,High school,88858,Unemployed,Mid sized city
1909,100001910,Female,Non-single,26,High school,80540,Unemployed,Small city
1910,100001911,Female,Non-single,24,High school,,Unemployed,Small city
1911,100001912,Male,Single,40,High school,103963,Skilled employee/Official,Small city
1912,100001913,Female,Non-single,29,High school,102397,Skilled employee/Official,Small city
1913,100001914,Male,Single,43,High school,111563,Skilled employee/Official,Small city
1914,100001915,Male,Single,23,Unknown,88260,Unemployed,Small city
1915,100001916,Female,Single,34,High school,,Skilled employee/Official,Small city
1916,100001917,Female,Non-single,42,High school,113275,Skilled employee/Official,Small city
1917,100001918,Female,Non-single,33,High school,104755,Skilled employee/Official,Small city
1918,100001919,Female,Non-single,32,High school,120525,Skilled employee/Official,Small city
1919,100001920,Female,Non-single,26,High school,96082,Unemployed,Small city
1920,100001921,Female,Non-single,23,High school,87227,Unemployed,Medium sized city
1921,100001922,Female,Non-single,26,High school,69333,Unemployed,Small city
1922,100001923,Female,Non-single,27,High school,87777,Unemployed,Small city
1923,100001924,Male,Single,24,Unknown,70978,Unemployed,Small city
1924,100001925,Male,Single,27,Unknown,104196,Unemployed,Small city
1925,100001926,Female,,26,High school,97551,Skilled employee/Official,Small city
1926,100001927,Female,Single,42,High school,78979,Unemployed,Small city
1927,100001928,Female,Single,37,High school,82500,Unemployed,Small city
1928,100001929,Female,Non-single,,High school,86306,Unemployed,Small city
1929,100001930,Female,Married,24,High school,78762,Unemployed,Small city
1930,100001931,Female,Single,39,High school,125543,Skilled employee/Official,Small city
1931,100001932,Male,Single,26,Unknown,70336,Unemployed,Small city
1932,100001933,Male,Non-single,35,High school,112975,Skilled employee/Official,Small city
1933,100001934,Male,Single,,High school,96681,Unemployed,Small city
1934,100001935,Female,Non-single,24,High school,98922,Skilled employee/Official,Small city
1935,100001936,Female,Single,26,Unknown,,Skilled employee/Official,Small city
1936,100001937,Male,Single,,Unknown,108960,Unemployed,Small city
1937,100001938,Male,Single,40,High school,71302,Unemployed,Small city
1938,100001939,Female,Single,48,High school,107757,Unemployed,Small city
1939,100001940,Female,Non-single,22,High school,111600,Skilled employee/Official,Small city
1940,100001941,Female,Non-single,25,High school,102974,Skilled employee/Official,Small city
1941,100001942,Male,Married,24,High school,63442,Unemployed,Small city
1942,100001943,Male,Single,39,High school,118913,Unemployed,Small city
1943,100001944,Male,Single,39,High school,80987,Unemployed,Small city
1944,100001945,Female,Non-single,21,High school,68790,Unemployed,Medium sized city
1945,100001946,Female,Single,27,Unknown,86462,Unemployed,Small city
1946,100001947,Male,Single,40,High school,76881,Unemployed,Small city
1947,100001948,Female,Non-single,37,High school,107409,Skilled employee/Official,Small city
1948,100001949,Female,Single,42,High school,69114,Unemployed,Small city
1949,100001950,Female,Non-single,31,High school,119167,Skilled employee/Official,Small city
1950,100001951,Female,Non-single,31,High school,102018,Skilled employee/Official,Small city
1951,100001952,Male,Single,30,Unknown,97680,Skilled employee/Official,Small city
1952,100001953,Female,Single,23,Unknown,65062,Unemployed,Small city
1953,100001954,Male,Single,33,Unknown,118144,Skilled employee/Official,Small city
1954,100001955,Female,Non-single,37,High school,124548,Skilled employee/Official,Small city
1955,100001956,Female,Single,29,Unknown,,Unemployed,Small city
1956,100001957,Female,Single,31,High school,113108,Skilled employee/Official,Small city
1957,100001958,Male,Single,39,High school,93554,Unemployed,Small city
1958,100001959,Female,Non-single,33,High school,42516,Unemployed,Small city
1959,100001960,Male,Non-single,26,High school,72429,Unemployed,Small city
1960,100001961,Female,Non-single,27,High school,110154,Skilled employee/Official,Small city
1961,100001962,Female,Single,20,Unknown,60965,Unemployed,Small city
1962,100001963,Female,Non-single,27,High school,100618,Unemployed,Small city
1963,100001964,Female,Non-single,26,High school,,Unemployed,Small city
1964,100001965,Male,Single,40,High school,94189,Unemployed,Small city
1965,100001966,Male,Single,24,Unknown,44742,Unemployed,Small city
1966,100001967,Female,Non-single,22,High school,103201,Skilled employee/Official,Small city
1967,100001968,Female,Non-single,24,High school,62335,Unemployed,Small city
1968,100001969,Female,Single,27,Unknown,,Skilled employee/Official,Small city
1969,100001970,Male,Single,35,High school,99401,Skilled employee/Official,Small city
1970,100001971,Male,Non-single,27,High school,105197,Skilled employee/Official,Small city
1971,100001972,Female,Non-single,25,High school,115566,Unemployed,Small city
1972,100001973,Female,Non-single,34,High school,125843,Unemployed,Little town
1973,100001974,Female,Single,24,Unknown,67936,Unemployed,Small city
1974,100001975,Female,Single,34,High school,120863,Skilled employee/Official,Small city
1975,100001976,Male,Single,42,High school,77317,Unemployed,Small city
1976,100001977,Female,Single,38,High school,84653,Unemployed,Small city
1977,100001978,Male,Single,42,High school,,Unemployed,Small city
1978,100001979,Female,Single,35,High school,113380,Unemployed,
1979,100001980,Female,Non-single,27,High school,100644,Skilled employee/Official,Small city
1980,100001981,Male,Single,25,Unknown,64037,Unemployed,Small city
1981,100001982,Female,Non-single,23,High school,,Skilled employee/Official,Small city
1982,100001983,Female,Non-single,34,High school,126334,Skilled employee/Official,Small city
1983,100001984,Female,Non-single,28,High school,130877,Skilled employee/Official,Small city
1984,100001985,Male,Single,21,Unknown,103470,Skilled employee/Official,Small city
1985,100001986,Female,Single,32,Unknown,114588,Skilled employee/Official,Small city
